DATE_TIME,PLANT_ID_1,DC_POWER_Plant_1,AC_POWER_Plant_1,Daily_Yield_Plant_1,Total_Yield_Plant_1,Ambient_Temperature_Plant_1,Module_Temperature_Plant_1,Irradiation_Plant_1,PLANT_ID_2,DC_POWER_Plant_2,AC_POWER_Plant_2,Daily_Yield_Plant_2,Total_Yield_Plant_2,Ambient_Temperature_Plant_2,Module_Temperature_Plant_2,Irradiation_Plant_2
2020-05-15 00:00:00,4135001.0,0.0,0.0,0.0,6259559.0,25.184316133333333,22.8575074,0.0,4136001.0,0.0,0.0,9425.0,2429011.0,27.004763700000005,25.0607889,0.0
2020-05-15 00:15:00,4135001.0,0.0,0.0,0.0,6259559.0,25.08458866666667,22.761667866666663,0.0,4136001.0,0.0,0.0,9425.0,2429011.0,26.880811433333328,24.421868833333328,0.0
2020-05-15 00:30:00,4135001.0,0.0,0.0,0.0,6259559.0,24.935752600000004,22.59230553333333,0.0,4136001.0,0.0,0.0,9425.0,2429011.0,26.682055344827592,24.427290310344823,0.0
2020-05-15 00:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.8461304,22.36085213333333,0.0,4136001.0,0.0,0.0,9425.0,2429011.0,26.500588900000004,24.4206776,0.0
2020-05-15 01:00:00,4135001.0,0.0,0.0,0.0,6259559.0,24.621525357142858,22.165422642857145,0.0,4136001.0,0.0,0.0,7539.999999999998,2429011.0,26.596148,25.088210413793107,0.0
2020-05-15 01:15:00,4135001.0,0.0,0.0,0.0,6259559.0,24.5360922,21.968570866666667,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.512740033333333,25.31796966666667,0.0
2020-05-15 01:30:00,4135001.0,0.0,0.0,0.0,6259559.0,24.638673866666664,22.352925666666668,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.494338966666664,25.217192533333336,0.0
2020-05-15 01:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.87302233333333,23.1609192,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.420410206896552,25.065062310344832,0.0
2020-05-15 02:00:00,4135001.0,0.0,0.0,0.0,6259559.0,24.936930466666663,23.026113,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.401946133333333,24.691469366666656,0.0
2020-05-15 02:15:00,4135001.0,0.0,0.0,0.0,6259559.0,25.0122476,23.343229266666665,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.22607820689656,24.55948079310345,0.0
2020-05-15 02:30:00,4135001.0,0.0,0.0,0.0,6259559.0,25.00514933333333,23.639459266666663,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.2603992,24.482406633333337,0.0
2020-05-15 02:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.993019533333328,24.0394858,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.2978261,24.4886982,0.0
2020-05-15 03:00:00,4135001.0,0.0,0.0,0.0,6259559.0,25.016309428571425,24.384135571428573,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.328249103448275,24.50628962068966,0.0
2020-05-15 03:15:00,4135001.0,0.0,0.0,0.0,6259559.0,24.985215266666664,24.35150773333333,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.15870973333333,24.595197433333333,0.0
2020-05-15 03:30:00,4135001.0,0.0,0.0,0.0,6259559.0,24.93773193333333,24.060296533333336,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.078499333333333,24.801314366666663,0.0
2020-05-15 03:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.87909953333333,23.709794133333336,0.0,4136001.0,0.0,0.0,0.0,2429011.0,26.00130396551724,24.60781744827586,0.0
2020-05-15 04:00:00,4135001.0,0.0,0.0,0.0,6259559.0,24.6789022,22.58994153333333,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.6972106,24.626179,0.0
2020-05-15 04:15:00,4135001.0,0.0,0.0,0.0,6259559.0,24.3519308,21.78364253333333,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.6277024137931,24.773145068965515,0.0
2020-05-15 04:30:00,4135001.0,0.0,0.0,0.0,6259559.0,24.0626222,21.85252493333333,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.482045785714284,24.796690750000003,0.0
2020-05-15 04:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.013224200000003,22.306315,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.23093168965517,24.43690427586207,0.0
2020-05-15 05:00:00,4135001.0,0.0,0.0,0.0,6259559.0,24.1771058,22.551908466666664,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.1175986,24.104579633333337,0.0
2020-05-15 05:15:00,4135001.0,0.0,0.0,0.0,6259559.0,24.304888,22.979492071428577,0.0,4136001.0,0.0,0.0,0.0,2429011.0,25.0918621,23.897232,0.0
2020-05-15 05:30:00,4135001.0,0.0,0.0,0.0,6259559.0,24.328727266666665,23.452380466666668,0.0,4136001.0,0.0,0.0,0.0,2429011.0,24.916967827586213,23.83947131034483,0.0
2020-05-15 05:45:00,4135001.0,0.0,0.0,0.0,6259559.0,24.28921113333333,23.09669193333333,0.0008627212413333,4136001.0,0.0,0.0,0.0,2429011.0,24.741273799999995,23.7866618,0.002838054505
2020-05-15 06:00:00,4135001.0,37.14285714,3.585714286,0.0,6259559.0,24.088446066666663,22.2067566,0.0058869571866666,4136001.0,15.406666666666665,14.86,0.7999999999999999,2429011.8000000003,24.74278656666667,24.07722983333333,0.0129619781466666
2020-05-15 06:15:00,4135001.0,278.0,26.8625,2.625,6259561.625,24.01163526666667,22.35345866666667,0.0222816074666666,4136001.0,27.433333333333334,26.493333333333336,6.133333333333333,2429017.1333333333,24.76391089655172,24.356189448275863,0.0210376687241379
2020-05-15 06:30:00,4135001.0,626.5714286,60.68571429,13.28571429,6259572.286,23.976731266666665,22.893282,0.0494097238666666,4136001.0,58.885714285714286,57.02857142857143,15.714285714285714,2429026.714285714,24.7863229,24.548886100000004,0.042435399
2020-05-15 06:45:00,4135001.0,1224.75,119.275,34.875,6259593.875,24.21899,24.442443933333333,0.0953944536,4136001.0,158.01333333333335,154.48666666666668,39.46666666666666,2429050.466666667,25.04824510344827,25.746662,0.1034958783448276
2020-05-15 07:00:00,4135001.0,1734.571429,170.0142857,72.71428571,6259631.714,24.5373984,27.185652866666665,0.1419404433333333,4136001.0,313.83333333333326,308.34000000000003,98.53333333333336,2429109.5333333337,25.6732025,28.67470703333333,0.1994504836666666
2020-05-15 07:15:00,4135001.0,1856.375,181.9375,116.25,6259675.25,24.8159595,28.888477857142853,0.1547126757142856,4136001.0,393.56,386.72,185.8666666666667,2429196.8666666667,26.076818,30.72550493103449,0.317665025862069
2020-05-15 07:30:00,4135001.0,1842.285714,180.5857143,162.4285714,6259721.429,24.988789866666668,29.6056438,0.1487991533333333,4136001.0,473.86666666666673,464.88666666666666,293.4666666666667,2429304.466666667,26.424239066666665,32.206803566666665,0.3829133633333333
2020-05-15 07:45:00,4135001.0,1877.875,184.0625,206.375,6259765.375,25.21618033333333,29.547110933333336,0.1447934189333333,4136001.0,564.0857142857143,552.8285714285713,419.6428571428572,2429430.642857143,27.12028751724138,34.59156220689654,0.4482866631034482
2020-05-15 08:00:00,4135001.0,3246.0,318.6714286,263.5714286,6259822.571,25.41951306666667,31.412544733333327,0.2016386213333333,4136001.0,581.0533333333332,569.4066666666665,554.0,2429565.0,27.678970266666667,35.705856366666666,0.4550275753333332
2020-05-15 08:15:00,4135001.0,3917.5,384.8375,359.875,6259918.875,25.95908213333333,35.5287108,0.3457076533333333,4136001.0,664.14,650.5400000000002,709.1333333333334,2429720.133333333,27.953492333333333,36.78689773333334,0.509315263
2020-05-15 08:30:00,4135001.0,4322.0,424.1285714,464.0,6260023.0,26.430782066666666,40.3180586,0.4053485726666666,4136001.0,757.0866666666667,741.2266666666667,884.4000000000002,2429895.4,28.526214655172414,38.617749482758605,0.5709116793103447
2020-05-15 08:45:00,4135001.0,4257.125,417.7875,556.125,6260115.125,26.8318298,39.08195373333332,0.3124267953333332,4136001.0,840.7533333333333,822.7533333333334,1080.8666666666668,2430091.8666666667,29.31902146666665,40.738035900000014,0.6253999813333333
2020-05-15 09:00:00,4135001.0,5706.714286,559.2285714,688.8571429,6260247.857,27.6209698,45.0092326,0.6231526486666666,4136001.0,883.8266666666667,864.72,1291.0,2430302.0,29.572043620689648,41.47150403448277,0.6542055951724136
2020-05-15 09:15:00,4135001.0,4015.5,394.0125,811.625,6260370.625,27.98836207142857,46.6177065,0.3448840357142857,4136001.0,951.1,930.214285714286,1513.2857142857142,2430524.285714285,30.09140723333333,43.4653736,0.7024373413333334
2020-05-15 09:30:00,4135001.0,3219.285714,315.8857143,886.5714286,6260445.571,27.516727866666667,39.136326,0.2492484,4136001.0,1026.0600000000002,1003.1333333333332,1749.2,2430760.2,30.638658379310343,44.1451964137931,0.7566826427586206
2020-05-15 09:45:00,4135001.0,6454.428571,632.3428571,991.4285714,6260550.429,27.450107666666668,40.93057693333333,0.5412059773333334,4136001.0,1086.5599999999995,1061.9333333333336,2006.9999999999995,2431018.0000000005,31.375120033333328,45.71952399999999,0.799745994
2020-05-15 10:00:00,4135001.0,6008.375,588.775,1161.25,6260720.25,28.632191866666663,52.5477356,0.670675372,4136001.0,72.90666666666665,71.25333333333333,2169.5333333333333,2431180.5333333327,31.89209383333333,46.13117390000001,0.828095938
2020-05-15 10:15:00,4135001.0,6637.285714,650.0285714,1307.571429,6260866.571,28.768912733333337,47.633738,0.5722834766666666,4136001.0,0.0,0.0,2171.0,2431182.0,32.43747986206897,47.14350827586208,0.8748338506896551
2020-05-15 10:30:00,4135001.0,4399.75,431.875,1440.0,6260999.0,29.35144260000001,49.249723266666656,0.4551483833333333,4136001.0,0.0,0.0,2171.0,2431182.0,33.07413526666666,48.6802898,0.9080560733333332
2020-05-15 10:45:00,4135001.0,4360.571429,428.2285714,1549.0,6261108.0,28.854707866666665,44.048325600000005,0.3619616539999999,4136001.0,0.0,0.0,2171.0,2431182.0,33.19247010344828,50.249560172413794,0.943352708275862
2020-05-15 11:00:00,4135001.0,6829.5,668.725,1693.0,6261252.0,29.410819333333336,47.68545339999999,0.6365608813333332,4136001.0,0.0,0.0,2171.0,2431182.0,33.46205666666668,51.61099133333334,0.9579001053333333
2020-05-15 11:15:00,4135001.0,5969.0,584.7857143,1843.714286,6261402.714,30.21606228571428,50.006988571428565,0.5857872135714286,4136001.0,0.0,0.0,2171.0,2431182.0,34.2517951724138,54.89430189655173,0.9704477541379308
2020-05-15 11:30:00,4135001.0,6226.125,609.8625,1994.5,6261553.5,30.2870728,49.8413636,0.5570693833333333,4136001.0,0.0,0.0,2171.0,2431182.0,34.651454666666666,56.08395293333334,0.987932009
2020-05-15 11:45:00,4135001.0,9420.285714,920.0428571,2155.0,6261714.0,30.811049333333333,47.8363832,0.4679868693333333,4136001.0,0.0,0.0,2171.0,2431182.0,35.15152596551724,55.593795275862064,0.9533445175862068
2020-05-15 12:00:00,4135001.0,8232.5,805.1875,2382.875,6261941.875,31.305375066666663,49.183583533333326,0.5149625866666667,4136001.0,0.0,0.0,2171.0,2431182.0,35.16610503333333,57.4882405,0.9469201943333332
2020-05-15 12:15:00,4135001.0,10546.57143,1030.285714,2614.571429,6262173.571,31.50729773333333,49.84449266666666,0.7878660286666666,4136001.0,0.0,0.0,2171.0,2431182.0,36.37757096551724,57.58858162068966,0.977187623448276
2020-05-15 12:30:00,4135001.0,8517.0,832.9625,2860.0,6262419.0,32.147684733333335,52.35325513333333,0.6492476293333334,4136001.0,0.0,0.0,2171.0,2431182.0,35.96635756666666,58.8881528,0.9562375366666666
2020-05-15 12:45:00,4135001.0,8006.285714,783.5571429,3062.0,6262621.0,32.39142040000001,50.631239933333326,0.761243312,4136001.0,1046.7,1020.5399999999998,2272.6666666666665,2431283.666666667,35.992946499999995,57.72948603333334,0.9790904166666669
2020-05-15 13:00:00,4135001.0,6089.375,596.5625,3223.25,6262782.25,32.622796071428574,49.610767714285714,0.4160351014285714,4136001.0,1260.6133333333337,1229.0866666666668,2588.4,2431599.4000000004,36.45858144827585,60.389376793103445,0.9264382120689656
2020-05-15 13:15:00,4135001.0,6359.714286,623.0428571,3384.857143,6262943.857,32.49706446666666,47.01116133333333,0.489243946,4136001.0,0.0,0.0,2750.0,2431761.0,36.93956406666666,56.85950403333334,0.904246814
2020-05-15 13:30:00,4135001.0,7588.0,742.9142857,3543.0,6263102.0,32.52462140000001,46.66986293333333,0.574561224,4136001.0,0.0,0.0,2750.0,2431761.0,36.89079344827587,57.14867327586207,0.8954739062068966
2020-05-15 13:45:00,4135001.0,7471.375,731.5,3726.875,6263285.875,32.67847086666667,47.516884133333335,0.560985624,4136001.0,0.0,0.0,2750.0,2431761.0,36.614378066666674,52.980611200000006,0.8660270623333334
2020-05-15 14:00:00,4135001.0,9555.0,934.4714286,3936.714286,6263495.714,33.763185400000005,49.80390433333333,0.7350834633333333,4136001.0,0.0,0.0,2750.0,2431761.0,36.84276606896551,54.810004896551725,0.8379443868965518
2020-05-15 14:15:00,4135001.0,10642.75,1039.35,4191.0,6263750.0,34.13076993333335,55.030613,0.8936614913333333,4136001.0,0.0,0.0,2750.0,2431761.0,37.3528292,53.53894659999999,0.8261285799999998
2020-05-15 14:30:00,4135001.0,5429.857143,532.2285714,4398.142857,6263957.143,34.08138426666667,54.51913673333334,0.466788824,4136001.0,0.0,0.0,2750.0,2431761.0,37.268465866666666,51.3589315,0.6810660216666665
2020-05-15 14:45:00,4135001.0,6742.25,659.875,4528.5,6264087.5,33.69572221428571,47.618194642857134,0.5421384957142857,4136001.0,0.0,0.0,2750.0,2431761.0,37.21659834482757,49.36587620689655,0.68664654
2020-05-15 15:00:00,4135001.0,5920.428571,580.2571429,4697.714286,6264256.714,33.89057606666666,46.02908119999999,0.3988885433333333,4136001.0,818.1066666666666,800.1733333333333,2830.1333333333328,2431841.133333333,37.115580266666655,50.190043166666655,0.6538071269999998
2020-05-15 15:15:00,4135001.0,6339.375,620.9875,4840.25,6264399.25,34.043744000000004,44.28609193333333,0.4472921486666666,4136001.0,898.3066666666667,878.7866666666665,3059.0666666666666,2432070.066666667,37.08661827586207,48.28441227586208,0.6051379079310345
2020-05-15 15:30:00,4135001.0,6510.0,637.7,5016.142857,6264575.143,34.40285233333333,46.7442812,0.5651963973333332,4136001.0,665.7466666666667,652.1199999999999,3252.6666666666665,2432263.6666666665,36.626162833333325,45.371701266666655,0.4486365886666666
2020-05-15 15:45:00,4135001.0,4694.5,460.0375,5137.75,6264696.75,34.430942666666674,43.9206158,0.3462306933333333,4136001.0,765.35,749.2785714285714,3419.6428571428573,2432430.6428571427,36.75573503333335,44.97519003333333,0.5056144153333334
2020-05-15 16:00:00,4135001.0,4551.142857,446.5714286,5275.285714,6264834.286,34.38115033333334,43.332853333333325,0.3581823699999999,4136001.0,690.64,676.3933333333332,3597.4000000000005,2432608.4,36.754657551724144,45.037737517241375,0.4504635889655172
2020-05-15 16:15:00,4135001.0,4081.25,400.725,5369.125,6264928.125,34.12625693333333,41.007431933333336,0.3288961193333332,4136001.0,502.8533333333333,492.9933333333334,3745.2666666666655,2432756.2666666675,36.599552466666665,41.94711026666667,0.3271433133333333
2020-05-15 16:30:00,4135001.0,4338.285714,426.0142857,5477.714286,6265036.714,34.35660993333333,41.28059066666666,0.344954196,4136001.0,444.77333333333326,436.54,3859.933333333333,2432870.9333333336,36.25738223333334,40.564846766666655,0.2918783699999999
2020-05-15 16:45:00,4135001.0,3259.625,320.1125,5571.75,6265130.75,33.86159653333333,39.419075933333325,0.260346758,4136001.0,462.9066666666666,454.12000000000006,3976.8666666666654,2432987.8666666667,36.28795296551724,40.679581068965526,0.3002540158620689
2020-05-15 17:00:00,4135001.0,2067.857143,202.6857143,5637.142857,6265196.143,33.443313571428575,36.82670364285714,0.1668127414285714,4136001.0,307.77333333333337,302.29999999999995,4073.7333333333327,2433084.7333333334,36.00283696666666,39.219846633333326,0.203801124
2020-05-15 17:15:00,4135001.0,2011.375,197.1875,5687.75,6265246.75,33.30025473333334,35.852207400000005,0.1738986373333333,4136001.0,197.6,193.72142857142856,4131.785714285715,2433142.785714285,35.6273375862069,37.1342668275862,0.1339985576206896
2020-05-15 17:30:00,4135001.0,1091.0,106.0666667,5719.0,6265278.0,33.03212220000001,34.3384004,0.08716189,4136001.0,100.21333333333334,97.50666666666667,4170.9333333333325,2433181.9333333336,35.20957449999999,35.67895299999999,0.0668117974
2020-05-15 17:45:00,4135001.0,485.875,47.0125,5739.75,6265298.75,32.311871133333334,31.54853933333333,0.0384030336,4136001.0,39.50666666666665,38.19333333333333,4185.466666666665,2433196.4666666663,34.73165155172415,34.005620655172415,0.0281551489655172
2020-05-15 18:00:00,4135001.0,264.0,25.48571429,5749.285714,6265308.286,31.13241364285714,30.225331,0.0225449364285714,4136001.0,25.186666666666667,24.313333333333333,4193.333333333333,2433204.333333333,34.36776166666667,33.148010066666664,0.0178952295833333
2020-05-15 18:15:00,4135001.0,78.28571429,7.542857143,5753.142857,6265312.143,29.243110933333337,28.6825074,0.00914994484,4136001.0,15.313333333333334,14.78,4198.333333333334,2433209.333333333,33.98528399999999,32.47362655172414,0.010471804437931
2020-05-15 18:30:00,4135001.0,0.0,0.0,5754.0,6265313.0,28.495518,27.285992266666668,0.001841024544,4136001.0,2.492857142857143,2.407142857142857,4200.857142857142,2433211.857142857,33.545849633333326,31.703619466666662,0.0026849175524666
2020-05-15 18:45:00,4135001.0,0.0,0.0,5754.0,6265313.0,27.8840638,25.96194653333333,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,33.09357417241378,31.061414,0.0
2020-05-15 19:00:00,4135001.0,0.0,0.0,5754.0,6265313.0,27.455975400000003,25.38531306666667,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,32.57998866666667,30.368819166666665,0.0
2020-05-15 19:15:00,4135001.0,0.0,0.0,5754.0,6265313.0,27.0975484,25.200846400000003,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,32.106470551724136,29.570269413793103,0.0
2020-05-15 19:30:00,4135001.0,0.0,0.0,5754.0,6265313.0,27.01870113333333,25.745267733333336,0.00012538276,4136001.0,0.0,0.0,4201.0,2433212.0,31.78520906666667,29.3748617,0.0
2020-05-15 19:45:00,4135001.0,0.0,0.0,5754.0,6265313.0,23.787237466666667,22.5114056,0.000100219904,4136001.0,0.0,0.0,4201.0,2433212.0,31.505344758620687,28.92643162068965,0.0
2020-05-15 20:00:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.66317964285714,20.29072571428572,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,31.4473155,28.39059036666666,0.0
2020-05-15 20:15:00,4135001.0,0.0,0.0,5754.0,6265313.0,23.412097066666668,20.736596666666667,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,30.79767863333333,27.45114633333333,0.0
2020-05-15 20:30:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.30098866666667,20.375416933333337,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,30.55072879310345,27.475042827586208,0.0
2020-05-15 20:45:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.0374816,20.312805133333327,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,31.04741058620689,29.370689551724137,0.0001204262175862
2020-05-15 21:00:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.168518066666667,20.6512674,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,30.0076782,29.1692108,0.0
2020-05-15 21:15:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.1193604,20.632086200000003,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.979583733333328,28.141885233333333,0.0
2020-05-15 21:30:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.221250333333334,20.75869966666667,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.4271094137931,27.413927793103444,0.0
2020-05-15 21:45:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.236828466666665,20.914416666666668,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.300552466666662,27.0304251,0.0
2020-05-15 22:00:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.22185842857143,20.895703928571425,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.32985817241379,26.92777213793104,0.0
2020-05-15 22:15:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.149312533333333,20.732185866666665,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.324165,26.87666233333333,0.0
2020-05-15 22:30:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.104713866666668,20.82985206666667,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.22888173333333,26.848583,0.0
2020-05-15 22:45:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.057079933333338,21.072275666666663,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,28.145526758620687,26.78983489655172,0.0
2020-05-15 23:00:00,4135001.0,0.0,0.0,5754.0,6265313.0,22.23601830769231,21.241316538461536,0.0,4136001.0,0.0,0.0,4201.0,2433212.0,27.70949446428571,26.52979492857143,0.0
